Year,Title_anger_Proportion,Title_anticipation_Proportion,Title_disgust_Proportion,Title_fear_Proportion,Title_joy_Proportion,Title_sadness_Proportion,Title_surprise_Proportion,Title_trust_Proportion,Content_anger_Proportion,Content_anticipation_Proportion,Content_disgust_Proportion,Content_fear_Proportion,Content_joy_Proportion,Content_sadness_Proportion,Content_surprise_Proportion,Content_trust_Proportion
2018,0.03965786086572603,0.05764207102798287,0.017753111432886715,0.04178416177119721,0.04117637979997531,0.03588057121981063,0.021912179820563572,0.06502010186106989,0.02761965128974747,0.05375819953777564,0.014048750604718012,0.03339722487573212,0.03738442427258789,0.02700846237796729,0.020784950961323576,0.0696668153591453
2019,0.038574967503538934,0.0515740597883455,0.015643857429571716,0.03888912138912139,0.04386148707577279,0.03254093932665361,0.022502282145139288,0.07060844239415667,0.02694852552414248,0.05193701575160831,0.013957569302242102,0.03249554183266882,0.03771277130934715,0.025702636558650453,0.019431006282488342,0.06933268865209266
2020,0.02955244309310137,0.05601365129438701,0.014309472392725056,0.04217269366107701,0.04356258724603352,0.03330472232940771,0.022599219646654303,0.07449098712409458,0.024505345428989165,0.05384591361871692,0.013219638390812765,0.03393312200712856,0.034918470346536556,0.026571591993900672,0.01861375277491196,0.06986651665391673
2021,0.03250652363509506,0.05933474508684593,0.014463739435168007,0.04587951889380461,0.04108919176062033,0.037635646892789754,0.025314236557093698,0.07290203857766883,0.024642741461251266,0.05578424894652097,0.012900749338141072,0.03417954978577314,0.038328209740083316,0.027436674450348822,0.01957521457247821,0.07040086554374472
2022,0.028431215523606827,0.058948602725776636,0.014159680898811334,0.03553839125849995,0.04518820853059983,0.029886291244986898,0.020061861447731012,0.07049536363395059,0.023758700597909046,0.05860964013221081,0.012255231491865854,0.03071413345758568,0.04080562840663282,0.02579340270397359,0.0205365121597961,0.07334785154737355
2023,0.02192292036637653,0.058818371731332336,0.012330920526600323,0.02505488475945909,0.04063945901620616,0.025094598681002746,0.018616643839007244,0.06490061364584872,0.021761023792446377,0.052601593326519126,0.011977062163354047,0.027904892098460924,0.03811537728867985,0.023560415720718965,0.01878040196143066,0.06745738266954851
2024,0.021369098326929653,0.07105090079487669,0.012787079052139294,0.030619230167422937,0.045311042148391545,0.02458897639620531,0.023988377753437994,0.06994995466381008,0.021861447114505748,0.05225005598094393,0.011924909181936207,0.02831050099111345,0.039272784458832796,0.022861516499897594,0.020007611118440384,0.07041603668998393
