Year,Title_Pos_Proportion,Title_Neu_Proportion,Title_Neg_Proportion
2018,0.2610198789974071,0.5151253241140882,0.22385479688850476
2019,0.3111969111969112,0.49266409266409267,0.19613899613899613
2020,0.2933204259438529,0.5062923523717329,0.20038722168441434
2021,0.26971428571428574,0.5222857142857142,0.208
2022,0.3130434782608696,0.5184782608695652,0.16847826086956522
2023,0.31512071156289706,0.5260482846251588,0.1588310038119441
2024,0.2710843373493976,0.5562248995983936,0.17269076305220885
