Year,Title_Pos_Proportion,Title_Neu_Proportion,Title_Neg_Proportion
2018,0.38095238095238093,0.3333333333333333,0.2857142857142857
2019,0.2926829268292683,0.5609756097560976,0.14634146341463414
2020,0.43333333333333335,0.3333333333333333,0.23333333333333334
2021,0.21875,0.65625,0.125
2022,0.375,0.625,0.0
2023,0.2765957446808511,0.574468085106383,0.14893617021276595
2024,0.43333333333333335,0.43333333333333335,0.13333333333333333
