Year,title_anger,title_anticipation,title_disgust,title_fear,title_joy,title_sadness,title_surprise,title_trust,content_anger,content_anticipation,content_disgust,content_fear,content_joy,content_sadness,content_surprise,content_trust
2018,0.04096551724137931,0.05668965517241379,0.016551724137931035,0.042482758620689655,0.040827586206896554,0.03572413793103448,0.021793103448275862,0.06689655172413793,0.02795971766872843,0.0537297611024638,0.014157335168854342,0.033519043930189445,0.03755543137541761,0.027357737128768673,0.020628026391210603,0.06982014931995385
2019,0.03842183736667049,0.05023511870627365,0.014451198531941736,0.03979814198876018,0.04105975455900906,0.03131093015254043,0.02190618190159422,0.07019153572657415,0.027059721510864346,0.051759838494636085,0.013747087861389177,0.032809264636423606,0.03726939549084358,0.025911805794981455,0.018892779490572543,0.07053304343147082
2020,0.029545454545454545,0.05374331550802139,0.014037433155080214,0.0429144385026738,0.0393048128342246,0.033823529411764704,0.022727272727272728,0.07700534759358289,0.026170299058637693,0.0530829674851704,0.013810916387388733,0.03551514030306696,0.0345450793718559,0.027735678556435488,0.01914743740260849,0.07185803431027245
2021,0.03266168345791355,0.05914852128696783,0.012999675008124796,0.045173870653233666,0.04159896002599935,0.03704907377315567,0.025024374390640234,0.07653558661033474,0.026187240922616487,0.05548484379389624,0.013751526514043929,0.03601999805064873,0.03816141775170998,0.029446670909372367,0.02021878601283132,0.07204859618041819
2022,0.03,0.05825396825396825,0.01380952380952381,0.03746031746031746,0.04428571428571428,0.03,0.021111111111111112,0.07317460317460317,0.02390582879976519,0.05708820053604669,0.012075211316198034,0.030115937476667035,0.040597426872880725,0.026320871063004795,0.020525284565614227,0.07382614270376597
2023,0.024023473317439942,0.057582981844856045,0.013203741059966991,0.02769117916743077,0.04254538785989364,0.02769117916743077,0.019622226297450945,0.06950302585732625,0.021649241739928868,0.053386755863212086,0.011936596519784522,0.02757282248039137,0.03905031913403033,0.023330620470487926,0.018948303566371234,0.07003061659496958
2024,0.022339800117577895,0.06584362139917696,0.012639623750734862,0.030864197530864196,0.04526748971193416,0.02498530276308054,0.02498530276308054,0.0737801293356849,0.021825422479667966,0.0541110148562858,0.011529029449666628,0.028048943423712305,0.04093990681958254,0.023687306861819732,0.02085138111307931,0.07360908185826405
